catalog,man,bran,year,circa,surf,textureWord,glossWord,colorWord,thicknessWord,dims,backp,postcard,toner,resin,sb,sbid,suffs,dmin,dmax,dminHex,dmaxHex,auc,roughness,gloss,thickness,expressiveness,radarGroup,expressivenessGroup,isoGroup,gep100,gep150,gep200,gep250,gep300,tmap,processing
5420,Photon,Universal-1,1992,0,,Smooth,Glossy,White,Single Weight,5 x 7,,0,,0,0,,v,,,,,,,,,,,,,"[795, 688, 0]","[757, 774, 0]","[612, 720, 0]","[790, 751, 0]","[580, 703, 0]","[770, 643, 0]",0
5421,Photon,Photobrom,1982,1,,Smooth,Glossy,White,Single Weight,5 x 7,,0,,0,0,,v,,,,,,,,,,,,,"[743, 575, 0]","[649, 631, 0]","[528, 708, 0]","[723, 748, 0]","[630, 590, 0]","[610, 573, 0]",0
5422,Photon,Berezka,1991,0,,Smooth,Glossy,White,Double Weight,5.118 x 7.087,,0,,0,0,,v,,,,,,,,,,,,,"[776, 669, 0]","[797, 716, 0]","[605, 590, 0]","[794, 788, 0]","[577, 728, 0]","[779, 613, 0]",0
5423,Photon,Universal-1,1991,0,,Smooth,Glossy,White,Double Weight,7.087 x 9.449,,0,,0,0,,v,,,,,,,,,,,,,"[742, 559, 0]","[560, 723, 0]","[619, 666, 0]","[708, 669, 0]","[700, 582, 0]","[672, 524, 0]",0
5424,Positiv,Unifax-1,1997,0,,Smooth,Glossy,White,Single Weight,7.087 x 9.449,,0,,0,0,,v,,,,,,,,,,,,,"[599, 745, 0]","[794, 569, 0]","[671, 572, 0]","[794, 692, 0]","[569, 726, 0]","[534, 577, 0]",0
5425,Slavich Photographic Paper,Unibrom,2004,1,,Smooth,Glossy,,Single Weight,7.087 x 9.449,,0,,0,0,,v,,,,,,,,,,,,,"[679, 522, 0]","[660, 606, 0]","[546, 585, 0]","[512, 520, 0]","[734, 643, 0]","[739, 778, 0]",0
5426,Slavich Photographic Paper,Unibrom,2003,0,,Smooth,Glossy,,Single Weight,7.087 x 9.449,,0,,0,0,,v,,,,,,,,,,,,,"[664, 572, 0]","[516, 701, 0]","[571, 557, 0]","[743, 617, 0]","[737, 703, 0]","[520, 667, 0]",0
5427,Positiv,,1991,0,,,,,,9.449 x 11.811,,0,,0,0,,v,,,,,,,,,,,,,"[727, 770, 0]","[537, 754, 0]","[671, 507, 0]","[721, 780, 0]","[576, 684, 0]","[559, 617, 0]",0
5428,Pereslavsky Chemical Factory,Novobrom,1983,0,,Smooth,Glossy,,Light Weight,9.449 x 11.811,,0,,0,0,,v,,,,,,,,,,,,,"[607, 525, 0]","[649, 700, 0]","[720, 707, 0]","[639, 661, 0]","[581, 502, 0]","[619, 672, 0]",0
5429,Photon,Unibrom,1990,0,,Smooth,Glossy,White,Double Weight,9.449 x 11.811,,0,,0,0,,v,,,,,,,,,,,,,"[679, 523, 0]","[747, 548, 0]","[734, 646, 0]","[688, 570, 0]","[759, 593, 0]","[632, 736, 0]",0
5430,Photo Paper Factory 4,Unibrom,1958,0,,,Matte,White,Double Weight,9.449 x 11.811,,0,,0,0,,v,,,,,,,,,,,,,"[637, 785, 0]","[569, 553, 0]","[523, 638, 0]","[605, 628, 0]","[630, 743, 0]","[641, 509, 0]",0
5431a,Ansco,Ardura,1950,1,Y (silk),Silk,High Sheen,Natural White,Double Weight,,,0,,0,1,5431,,10.26,11.51,#eee8d4,#514837,0.157,0.182,12.02,0.288,2.095,1_0_2_8,3.0,1.0,"[-12, 30, 0]","[-20, 50, 0]","[-35, 67, 0]","[-54, 83, 0]","[-78, 100, 0]","[66.0, 94.0, 0]",0
5431b,Ansco,Convira,1950,1,GL (Glossy),Smooth,High Gloss,Pure White,Single Weight,,,0,,0,1,5431,,5.64,0.99,#e6e2d8,#222120,0.337,0.011,94.51,0.16,0.975,0_4_1_0,0.0,0.0,"[36, -55, 0]","[87, -66, 0]","[160, -90, 0]","[260, -113, 0]","[374, -135, 0]","[10.0, 45.0, 0]",0
5431c,Ansco,Cykora,1950,1,GL (Glossy),Smooth,High Gloss,Pure White,Single Weight,,,0,,0,1,5431,,4.92,3.04,#e5e3d9,#272421,0.177,0.011,90.121,0.166,0.99,0_4_1_0,0.0,0.0,"[41, -54, 0]","[88, -65, 0]","[169, -86, 0]","[261, -107, 0]","[375, -129, 0]","[5.0, 39.0, 1]",0
5431d,Ansco,Cykora,1950,1,GL (Glossy),Smooth,High Gloss,Pure White,Double Weight,,,0,,0,1,5431,,3.35,3.34,#e5e2dc,#24201c,0.442,0.04,41.797,0.288,1.426,1_2_1_2,1.0,1.0,"[27, -7, 0]","[68, -6, 0]","[121, -8, 0]","[189, -10, 0]","[272, -12, 0]","[43.0, 54.0, 0]",0
5431e,Ansco,Cykora,1950,1,B (Brilliant),Finely Stippled,High Sheen,Natural White,Double Weight,,,0,,0,1,5431,,12.5,4.21,#ede6ce,#27231e,0.207,0.067,11.717,0.329,1.884,1_0_3_4,3.0,1.0,"[-9, 19, 0]","[-15, 32, 0]","[-28, 42, 0]","[-44, 52, 0]","[-64, 62, 0]","[72.0, 59.0, 3]",0
5431f,Ansco,Cykora,1950,1,K (Kashmir),Pebbled,Moderate Luster,,Double Weight,,,0,,0,1,5431,,9.71,3.73,#efe8d6,#43403b,0.202,0.049,8.156,0.384,1.869,1_0_2_3,3.0,1.0,"[-12, 37, 0]","[1, 26, 0]","[14, 52, 0]","[16, 52, 0]","[25, 64, 0]","[85.0, 43.0, 0]",0
5431g,Ansco,Indiatone,1950,1,B (Brilliant),Finely Stippled,High Sheen,Natural White,Double Weight,,,0,,0,1,5431,,14.92,9.17,#ede4c8,#332d21,0.196,0.104,12.803,0.325,2.026,1_0_3_5,3.0,1.0,"[-13, 22, 0]","[-25, 37, 0]","[-45, 49, 0]","[-71, 61, 0]","[-103, 73, 0]","[82.0, 60.0, 0]",0
5431h,Ansco,Indiatone,1950,1,C (Cyltex),Irregular,Delicate Luster,Natural White,Double Weight,,,0,,0,1,5431,,8.21,0.65,#f3eede,#302f2f,0.254,0.056,7.355,0.327,1.784,1_0_2_4,2.0,1.0,"[1, 33, 0]","[3, 38, 0]","[-3, 48, 0]","[-3, 60, 0]","[-2, 71, 0]","[76.0, 39.0, 0]",0
5431i,Ansco,Indiatone,1950,1,K (Kashmir),Pebbled,Moderate Luster,,Double Weight,,,0,,0,1,5431,,10.61,3.25,#f1e9d5,#393631,0.217,0.045,7.674,0.385,1.879,1_0_2_3,3.0,1.0,"[-3, 41, 0]","[0, 44, 0]","[14, 53, 0]","[24, 62, 0]","[33, 74, 0]","[82.0, 34.0, 0]",0
5431j,Ansco,Indiatone,1950,1,S (Satex),Smooth,Soft Luster,Natural White,Double Weight,,,0,,0,1,5431,,4.1,4.09,#e9e7df,#44413b,0.241,0.03,6.34,0.323,1.632,1_0_1_2,2.0,1.0,"[13, 17, 0]","[32, 27, 0]","[57, 37, 0]","[88, 47, 0]","[127, 56, 0]","[32.0, 60.0, 0]",0
5431k,Ansco,Indiatone,1950,1,Y (silk),Silk,High Sheen,Natural White,Double Weight,,,0,,0,1,5431,,10.32,6.38,#efe8d4,#252018,0.23,0.185,13.329,0.292,2.104,1_0_2_8,3.0,1.0,"[-13, 30, 0]","[-21, 50, 0]","[-36, 67, 0]","[-55, 83, 0]","[-79, 100, 0]","[66.0, 94.0, 1]",0
5431l,Ansco,Jet,1950,1,GL (Glossy),Smooth,High Gloss,Pure White,Single Weight,,,0,,0,1,5431,,-2.84,2.67,#e5e4ea,#221f1c,4.799,0.015,96.365,0.184,0.835,0_4_0_1,0.0,0.0,"[45, -48, 0]","[106, -67, 0]","[187, -89, 0]","[291, -111, 0]","[419, -133, 0]","[2.0, 32.0, 1]",0
5431m,Ansco,Jet,1950,1,K (Kashmir),Pebbled,Moderate Luster,,Double Weight,,,0,,0,1,5431,,5.78,1.89,#f0eadf,#464442,3.674,0.061,13.456,0.323,1.714,1_0_1_4,2.0,1.0,"[15, 20, 0]","[34, 37, 0]","[61, 49, 0]","[95, 60, 0]","[137, 72, 0]","[83.0, 43.0, 1]",0
5431n,Ansco,Jet,1950,1,V (Velvet),Smooth,Semi Matte,Pure White,Double Weight,,,0,,0,1,5431,,1.99,0.43,#ebe9e6,#474645,2.608,0.037,5.174,0.32,1.609,1_0_1_2,2.0,1.0,"[22, 20, 0]","[30, 22, 0]","[61, 35, 0]","[92, 49, 0]","[131, 58, 0]","[38.0, 16.0, 2]",0
5431o,Ansco,Lustrex,1950,1,GL (Glossy),Smooth,High Gloss,Pure White,Single Weight,,,0,,0,1,5431,,8.75,7.79,#e9e3d3,#2e2a1f,0.23,0.011,93.261,0.173,1.063,0_4_2_0,0.0,0.0,"[30, -47, 0]","[75, -66, 0]","[135, -88, 0]","[211, -110, 0]","[304, -132, 0]","[11.0, 38.0, 1]",0
5431p,Ansco,Lustrex,1950,1,K (Kashmir),Pebbled,Moderate Luster,,Double Weight,,,0,,0,1,5431,,9.11,5.5,#f2ecdb,#4b4840,0.262,0.068,7.064,0.382,1.909,1_0_2_4,3.0,1.0,"[-13, 39, 0]","[-5, 27, 0]","[-4, 41, 0]","[-1, 52, 0]","[0, 63, 0]","[92.0, 39.0, 1]",0
5431q,Ansco,Lustrex,1950,1,Y (silk),Silk,High Sheen,Natural White,Double Weight,,,0,,0,1,5431,,8.73,8.3,#f0ebda,#3b372b,0.278,0.189,11.54,0.292,2.092,1_0_2_8,3.0,1.0,"[-11, 30, 0]","[-19, 50, 0]","[-34, 67, 0]","[-53, 83, 0]","[-77, 100, 0]","[72.0, 90.0, 1]",0
5431r,Ansco,Projection Proof,1950,1,,Textured,,,Single Weight,,,0,,0,1,5431,,11.68,3.79,#efe7d1,#45423d,0.268,0.096,4.379,0.247,1.873,1_0_2_4,3.0,1.0,"[-6, 44, 0]","[-12, 40, 0]","[-8, 44, 0]","[8, 63, 0]","[9, 74, 0]","[66.0, 39.0, 1]",0
5431s,Ansco,Indiatone,1950,1,K (Kashmir),Pebbled,Moderate Luster,White,Double Weight,,,0,Flemish Toner,0,1,5431,,9.33,7.91,#f3eddb,#4c3730,0.235,0.051,6.741,0.377,1.865,1_0_2_3,3.0,1.0,"[0, 38, 0]","[0, 28, 0]","[8, 42, 0]","[17, 62, 0]","[26, 74, 0]","[83.0, 41.0, 0]",0
5431t,Ansco,Cykora,1950,1,K (Kashmir),Pebbled,Moderate Luster,White,Double Weight,,,0,Direct Sepia Toner,0,1,5431,,10.52,13.91,#f3ecd8,#624d3b,0.214,0.053,9.607,0.379,1.882,1_0_2_3,3.0,1.0,"[-4, 40, 0]","[2, 44, 0]","[15, 39, 0]","[14, 55, 0]","[23, 67, 0]","[85.0, 42.0, 0]",0
5436a,Gevaert,Ridax,1920,1,K7,Smooth,Semi Matte,Cream,Double Weight,,,0,,0,1,5436,,17.86,0.72,#dccaab,#444241,0.107,,4.6,0.42,,,,2.0,"[547, 787, 0]","[543, 684, 0]","[563, 527, 0]","[591, 526, 0]","[598, 557, 0]","[669, 526, 0]",0
5436b,Gevaert,Ridax,1920,1,13,Velvet,Semi Matte,Cream,Single Weight,,,0,,0,1,5436,,21.18,2.93,#ddc6a1,#3a3733,0.064,,9.515,0.47,,,,2.0,"[759, 693, 0]","[722, 697, 0]","[796, 761, 0]","[775, 778, 0]","[655, 731, 0]","[530, 590, 0]",0
5436c,Gevaert,Ridax,1920,1,K8,,Glossy,White,Double Weight,,,0,,0,1,5436,,4.494378621237019,2.9808554408726655,#dcdad1,#292421,0.14,0.014,89.624,0.205,1.041,0_4_1_1,0.0,0.0,"[42, -49, 0]","[99, -65, 0]","[174, -87, 0]","[271, -108, 0]","[390, -130, 0]","[7.0, 40.0, 4]",0
5436d,Gevaert,Ridax,1920,1,K7,Smooth,Semi Matte,Cream,Double Weight,,,0,,0,1,5436,,,,,,,,4.304,0.29,,,,1.0,"[700, 579, 0]","[578, 647, 0]","[609, 529, 0]","[650, 687, 0]","[753, 762, 0]","[695, 680, 0]",0
5436e,Gevaert,Ridax,1920,1,47,,Glossy,Cream,Single Weight,,,0,,0,1,5436,,,,,,,,91.83,0.17,,,,0.0,"[615, 536, 0]","[544, 511, 0]","[502, 547, 0]","[688, 660, 0]","[513, 636, 0]","[747, 721, 0]",0
5437,Schutz-marke,Cellofix,1910,1,,,,,,,,0,,0,1,5437,,17.25,17.43,#ceba9d,#714d3a,0.033,,5.003,0.31,,,,1.0,"[521, 775, 0]","[581, 709, 0]","[711, 573, 0]","[732, 693, 0]","[525, 525, 0]","[613, 634, 0]",0
5438,Darko,,1920,1,,Velvet,Velvet,,Post Card,postcards,,0,,0,1,5438,,16.97,2.91,#daccae,#4c4a45,0.101,0.052,10.266,0.273,1.868,1_0_4_3,3.0,1.0,"[-22, 9, 0]","[-31, 15, 0]","[-49, 26, 0]","[-79, 30, 0]","[-115, 36, 0]","[42.0, 20.0, 0]",0
5439,Kodak,Velvet Green,1911,0,,Velvet,Velvet,,Double Weight,postcards,,0,,0,1,5439,,12.82,3.01,#d5c9b3,#352d2a,-0.108,,9.148,0.288,,,,1.0,"[578, 704, 0]","[642, 727, 0]","[571, 515, 0]","[688, 671, 0]","[504, 568, 0]","[745, 506, 0]",0
5440,Haloid,Industro,1940,1,PP,Egg Shell,Luster,Buff,Double Weight,,,0,,0,1,,,26.55,9.73,#f0ddac,#3f3427,0.05,0.059,10.625,0.342,2.172,1_0_5_4,3.0,1.0,"[-24, 5, 0]","[-48, 13, 0]","[-84, 18, 0]","[-130, 22, 0]","[-186, 27, 0]","[73.0, 45.0, 0]",0
5441,American Aristotype,Aristo,1900,1,,,,,,,,0,Aristo Self-toning,0,1,5441,,6.79,10.05,#ddd1c6,#503c31,0.085,,57.605,0.14,,,,0.0,"[755, 742, 0]","[613, 791, 0]","[512, 605, 0]","[699, 590, 0]","[709, 791, 0]","[638, 539, 0]",0
5444a,Mimosa,Verotype,1910,1,V.8,,Matte,White,Double Weight,,,0,,0,1,5444,,24.31,,#dfcba0,,0.069,0.035,7.75,0.27,1.981,1_0_5_2,3.0,1.0,"[-21, 3, 0]","[-39, 10, 0]","[-69, 13, 0]","[-107, 17, 0]","[-153, 20, 0]","[43.0, 20.0, 1]",0
5444b,Mimosa,Verotype,1910,1,V.12,Grid,Velvet,Cream,Double Weight,,,0,,0,1,5444,,31.45,13.23,#e1c38c,#52402f,0.069,0.109,12.675,0.23,2.251,1_0_6_5,3.0,1.0,"[-26, 0, 0]","[-52, 5, 0]","[-91, 7, 0]","[-142, 9, 0]","[-204, 11, 0]","[72.0, 84.0, 0]",0
5444c,Mimosa,Verotype,1910,0,V.29,,Absolute Matte,Cream,Double Weight,,,0,,0,1,5444,,32.12,9.56,#debe87,#635548,0.064,0.059,2.838,0.27,2.231,1_0_6_4,3.0,1.0,"[-24, 3, 0]","[-49, 9, 0]","[-87, 12, 0]","[-137, 16, 0]","[-197, 19, 0]","[51.0, 4.0, 2]",0
5444d,Mimosa,Carbon Brown,1910,1,Cb.4,Velvet,Velvet,Cream,Double Weight,,,0,,0,1,5444,,29.13,27.68,#e7cb98,#734926,0.149,0.037,12.159,0.3,2.104,1_0_6_2,3.0,1.0,"[-24, 2, 0]","[-46, 8, 0]","[-80, 11, 0]","[-124, 14, 0]","[-178, 17, 0]","[39.0, 24.0, 0]",0
5444e,Mimosa,Orthotype,1910,1,O.10,,Matte,Cream,Double Weight,,,0,,0,1,5444,,28.53,7.92,#ecd19e,#5d5348,0.164,,4.777,0.21,,,,0.0,"[740, 656, 0]","[620, 736, 0]","[723, 722, 0]","[737, 740, 0]","[592, 708, 0]","[635, 574, 0]",0
5444f,Mimosa,Orthotype,1910,1,O.15,Velvet,Velvet,,Double Weight,,,0,,0,1,5444,,29.47,6.77,#d9c28d,#3a352b,0.192,,13.612,0.36,,,,1.0,"[704, 592, 0]","[661, 707, 0]","[650, 704, 0]","[649, 650, 0]","[740, 755, 0]","[796, 772, 0]",0
5444g,Mimosa,Sunotype,1910,1,S.1,Velvet,Velvet,,,,,0,,0,1,5444,,21.17,3.8,#d6c39e,#342f2a,0.055,,15.782,0.2,,,,0.0,"[723, 575, 0]","[708, 644, 0]","[785, 500, 0]","[799, 564, 0]","[680, 521, 0]","[562, 637, 0]",0
5444h,Mimosa,Sunotype,1910,1,S.13,,Glossy,,,,,0,,0,1,5444,,20.85,9.1,#dbcca6,#4c4336,0.064,,42.694,0.15,,,,0.0,"[650, 721, 0]","[711, 663, 0]","[795, 553, 0]","[634, 722, 0]","[650, 529, 0]","[508, 626, 0]",0
5444i,Mimosa,Bromide,1910,1,B.2,,Matte,,Double Weight,,,0,,0,1,5444,,19.88,3.23,#dfd1ad,#534f4b,0.183,,2.992,0.2,,,,0.0,"[646, 774, 0]","[735, 631, 0]","[644, 646, 0]","[616, 720, 0]","[585, 780, 0]","[713, 550, 0]",0
5444j,Mimosa,Bromide Special,1910,1,B.18,Fine Grained,Matte,White,Double Weight,,,0,,0,1,5444,,30.92,5.82,#d3b782,#5a534b,0.171,,3.71,0.28,,,,1.0,"[775, 528, 0]","[568, 693, 0]","[692, 597, 0]","[711, 747, 0]","[790, 677, 0]","[604, 528, 0]",0
5444k,Mimosa,Gravure,1910,1,G.2,Rough,Matte,White,Single Weight,,,0,,0,1,5444,,24.26,1.18,#e5cea3,#474543,0.148,,1.86,0.28,,,,1.0,"[750, 716, 0]","[757, 702, 0]","[692, 503, 0]","[684, 790, 0]","[540, 641, 0]","[779, 792, 0]",0
5444l,Mimosa,Aurotype,1910,1,G.1,Smooth,Matte,White,Single Weight,,,0,,0,1,5444,,18.9,29.98,#cac19e,#a78f5d,0.113,,66.118,0.11,,,,0.0,"[672, 795, 0]","[685, 632, 0]","[686, 799, 0]","[659, 504, 0]","[699, 579, 0]","[525, 750, 0]",0
5445,Mimosa,Velotype,1935,1,,,Semi Matte,Cream,,,,0,,0,1,5445,,17.6,0.92,#edd8b9,#2c2b2a,0.1,0.026,22.578,0.267,1.744,1_1_4_1,2.0,1.0,"[-14, 4, 0]","[-24, 11, 0]","[-42, 15, 0]","[-65, 18, 0]","[-93, 22, 0]","[37.0, 36.0, 2]",0
5446,Illingworth's,Bromide,1920,0,,,Matte,,Double Weight,postcards,,0,,0,1,5446,,9.49,12.3,#d4cab9,#675444,0.044,,1.276,0.312,,,,1.0,"[613, 621, 0]","[618, 775, 0]","[739, 538, 0]","[758, 789, 0]","[729, 650, 0]","[766, 527, 0]",0
5447a,Mimosa,Velotype,1930,1,92,Smooth,Deep Matte,Cream,Double Weight,,,0,,0,1,5447,,23.94,-2.02,#f2ddb2,#5a5a5e,0.143,,3.269,0.11,,,,0.0,"[535, 735, 0]","[708, 799, 0]","[545, 784, 0]","[534, 664, 0]","[583, 739, 0]","[685, 536, 0]",0
5447b,Mimosa,Velotype,1930,1,31,Smooth,Matte,White,Single Weight,,,0,,0,1,5447,,11.12,0.09,#eee6d1,#5e5e5e,0.217,,5.303,0.19,,,,0.0,"[640, 525, 0]","[620, 740, 0]","[619, 759, 0]","[509, 699, 0]","[712, 642, 0]","[795, 504, 0]",0
5447c,Mimosa,Velotype,1930,1,96,Fine Grained,Deep Matte,Cream,Double Weight,,,0,,0,1,5447,,22.24,3.71,#e8d4ac,#5a5550,0.042,,3.034,0.34,,,,1.0,"[555, 526, 0]","[501, 711, 0]","[653, 662, 0]","[699, 529, 0]","[592, 633, 0]","[552, 791, 0]",0
5447d,Mimosa,Velotype,1930,1,26,Grid,Semi Matte,White,Double Weight,,,0,,0,1,5447,,12.48,4.85,#e5dec6,#5a564f,0.069,,7.427,0.13,,,,0.0,"[506, 632, 0]","[686, 650, 0]","[710, 511, 0]","[633, 725, 0]","[626, 509, 0]","[518, 513, 0]",0
5447e,Mimosa,Carbon Brown,1930,1,01,,Glossy,White,Single Weight,,,0,,0,1,5447,,7.31,7.7,#d5cfc2,#383227,0.352,,57.308,0.25,,,,1.0,"[642, 706, 0]","[693, 758, 0]","[581, 658, 0]","[630, 759, 0]","[791, 590, 0]","[516, 671, 0]",0
5447f,Mimosa,Carbon Brown,1930,1,71,Smooth,Semi Matte,Cream,Single Weight,,,0,Mimosa Selenit,0,1,5447,,19.03,9.63,#f3dfbd,#6e5c50,0.245,,7.158,0.16,,,,0.0,"[512, 787, 0]","[644, 769, 0]","[578, 698, 0]","[544, 501, 0]","[547, 784, 0]","[569, 570, 0]",0
5447g,Mimosa,Carbon Brown,1930,1,82,Smooth,Matte,Cream,Double Weight,,,0,,0,1,5447,,16.11,5.95,#f1e0c3,#595149,0.194,,5.24,0.23,,,,1.0,"[559, 581, 0]","[778, 785, 0]","[793, 608, 0]","[781, 708, 0]","[583, 622, 0]","[629, 762, 0]",0
5447h,Mimosa,Carbon Brown,1930,1,48,Grained,Deep Matte,Ivory White,Double Weight,,,0,,0,1,5447,,15.55,-2.65,#e8dec1,#4c4d51,0.113,,1.823,0.24,,,,1.0,"[591, 768, 0]","[554, 663, 0]","[754, 751, 0]","[750, 743, 0]","[789, 598, 0]","[714, 647, 0]",0
5447i,Mimosa,Carbon Brown,1930,1,24,Grid,Semi Matte,Ivory White,Double Weight,,,0,,0,1,5447,,12.33,0.51,#d9d2bb,#454443,0.089,,5.344,0.14,,,,0.0,"[799, 706, 0]","[764, 518, 0]","[620, 693, 0]","[568, 774, 0]","[679, 734, 0]","[656, 505, 0]",0
5447j,Mimosa,Gravure,1930,1,98,Grained,Deep Matte,Cream,Double Weight,,,0,,0,1,5447,,24.06,1.25,#e8d2a7,#43413f,0.096,,2.451,0.18,,,,0.0,"[766, 637, 0]","[548, 705, 0]","[609, 737, 0]","[577, 685, 0]","[528, 647, 0]","[526, 616, 0]",0
5447k,Mimosa,Gravure,1930,1,48,Grained,Deep Matte,White,Double Weight,,,0,,0,1,5447,,17.19,-3.06,#e4d9b9,#434449,0.149,0.076,2.768,0.21,1.891,0_0_4_4,3.0,0.0,"[-4, -1, 0]","[-5, 2, 0]","[-9, 3, 0]","[-15, 3, 0]","[-21, 3, 0]","[70.0, 13.0, 0]",0
5447l,Mimosa,Orthotype,1930,1,82,Smooth,Matte,Cream,Double Weight,,,0,,0,1,5447,,20.09,3.5,#f1dcb8,#484540,0.219,,7.293,0.25,,,,1.0,"[591, 561, 0]","[586, 757, 0]","[575, 527, 0]","[519, 737, 0]","[790, 515, 0]","[502, 655, 0]",0
5447m,Mimosa,Orthotype,1930,1,01,,Glossy,White,Single Weight,,,0,,0,1,5447,,8.56,5.58,#e4e0cf,#49463e,0.349,,65.151,0.12,,,,0.0,"[696, 633, 0]","[640, 589, 0]","[691, 680, 0]","[677, 701, 0]","[640, 671, 0]","[641, 622, 0]",0
5447n,Mimosa,Orthotype,1930,1,92,Smooth,Deep Matte,Cream,Double Weight,,,0,,0,1,5447,,20.23935264498432,2.5599600732893397,#efdab6,#4c4a46,0.17,0.022,3.536,0.24,1.843,1_0_4_1,2.0,1.0,"[-10, 5, 0]","[-21, 18, 0]","[-41, 21, 0]","[-65, 27, 0]","[-93, 33, 0]","[12.0, 50.0, 0]",0
5447o,Mimosa,Orthotype,1930,1,30,Velvet,Velvet,White,Double Weight,,,0,,0,1,5447,,12.3,-2.76,#e4dec7,#3d4044,0.208,0.036,12.266,0.12,1.518,0_0_3_2,1.0,0.0,"[-3, -7, 0]","[3, -3, 0]","[6, -4, 0]","[9, -6, 0]","[14, -7, 0]","[83.0, 52.0, 0]",0
5447p,Mimosa,Sunotype,1930,1,51,,Glossy,Cream,Single Weight,,,0,,0,1,5447,,22.81,8.42,#f4deb5,#453f32,0.26,,51.577,0.1,,,,0.0,"[533, 668, 0]","[505, 688, 0]","[762, 764, 0]","[695, 525, 0]","[703, 572, 0]","[512, 757, 0]",0
5447q,Mimosa,Sunotype,1930,1,71,Smooth,Semi Matte,Cream,Single Weight,,,0,,0,1,5447,,19.7,2.75,#f5e1be,#413e3a,0.286,,8.335,0.15,,,,0.0,"[507, 676, 0]","[525, 588, 0]","[669, 580, 0]","[519, 551, 0]","[764, 756, 0]","[580, 676, 0]",0
5447r,Mimosa,Sunotype,1930,1,79,Velvet,Velvet,Cream,Single Weight,,,0,,0,1,5447,,22.06,4.26,#f1dcb4,#39352f,0.259,,10.318,0.09,,,,0.0,"[792, 527, 0]","[740, 647, 0]","[546, 763, 0]","[556, 525, 0]","[591, 758, 0]","[633, 556, 0]",0
5447s,Mimosa,Sunotype,1930,1,01,,Glossy,White,Single Weight,,,0,,0,1,5447,,9.54,3.88,#e2dcca,#27251f,0.213,0.011,89.161,0.14,1.054,0_4_2_0,0.0,0.0,"[30, -48, 0]","[76, -64, 0]","[136, -86, 0]","[212, -108, 0]","[305, -130, 0]","[11.0, 35.0, 1]",0
5447t,Mimosa,Sunotype,1930,1,29,Velvet,Velvet,White,Single Weight,,,0,,0,1,5447,,11.86,3.1,#e8e3cc,#3c3a36,0.248,,10.421,0.11,,,,0.0,"[530, 761, 0]","[660, 524, 0]","[586, 534, 0]","[547, 544, 0]","[574, 569, 0]","[690, 520, 0]",0
5447u,Mimosa,Luxury Bromide,1930,1,L.326,Royal,Royal,White,Double Weight,,,0,,0,1,5447,,14.27,0.93,#ede6cb,#3f3e3d,0.243,,4.571,0.28,,,,1.0,"[765, 669, 0]","[666, 583, 0]","[647, 622, 0]","[792, 693, 0]","[709, 766, 0]","[624, 633, 0]",0
5447v,Mimosa,Luxury Bromide,1930,1,02,,Glossy,White,Double Weight,,,0,,0,1,5447,,9.44,2.25,#e7e3d1,#282623,0.292,,58.297,0.23,,,,1.0,"[697, 510, 0]","[674, 570, 0]","[518, 579, 0]","[736, 698, 0]","[670, 534, 0]","[773, 618, 0]",0
5447w,Mimosa,Luxury Bromide,1930,1,L.376,Royal,Royal,Cream,Double Weight,,,0,,0,1,5447,,24.77,4.4,#ecd8ab,#49463f,0.175,,4.666,0.3,,,,1.0,"[786, 655, 0]","[664, 565, 0]","[789, 765, 0]","[636, 722, 0]","[757, 761, 0]","[539, 553, 0]",0
5447x,Mimosa,Luxury Bromide,1930,1,79,Velvet,Velvet,Cream,Single Weight,,,0,,0,1,5447,,20.0,3.27,#f1deba,#2e2b27,0.242,,23.772,0.16,,,,0.0,"[578, 533, 0]","[747, 579, 0]","[550, 610, 0]","[785, 660, 0]","[690, 757, 0]","[626, 642, 0]",0
5447y,Mimosa,Luxury Bromide,1930,1,48,Grained,Deep Matte,Ivory White,Double Weight,,,0,,0,1,5447,,17.23,0.4,#ece0c0,#424141,0.204,,2.456,0.22,,,,1.0,"[678, 589, 0]","[704, 555, 0]","[603, 512, 0]","[551, 766, 0]","[736, 534, 0]","[796, 739, 0]",0
5463a,Ansco,Ardura,1950,1,B (Brilliant),Finely Stippled,High Sheen,Natural White,Double Weight,,,0,,0,1,5463,,13.88,6.31,#dfd6bd,#464239,0.057,0.076,11.932,0.318,1.922,1_0_3_4,3.0,1.0,"[-10, 17, 0]","[-16, 30, 0]","[-29, 40, 0]","[-45, 50, 0]","[-65, 60, 0]","[79.0, 59.0, 0]",0
5463b,Ansco,Ardura,1950,1,,Pebbled,Moderate Luster,,Double Weight,,,0,,0,1,5463,,12.55,1.66,#e7dfc8,#31302e,0.046,0.055,9.716,0.351,1.893,1_0_3_4,3.0,1.0,"[-23, 19, 0]","[-13, 34, 0]","[-25, 39, 0]","[-41, 49, 0]","[-61, 59, 0]","[79.0, 58.0, 1]",0
5463c,Ansco,Ardura,1950,1,Y (silk),Silk,High Sheen,Natural White,Double Weight,,,0,,0,1,5463,,9.49,8.83,#ddd8c6,#383225,0.062,0.105,15.224,0.306,1.881,1_0_2_5,3.0,1.0,"[-10, 25, 0]","[-16, 40, 0]","[-29, 53, 0]","[-46, 66, 0]","[-67, 79, 0]","[65.0, 91.0, 2]",0
